ID;Filename;CDLI_Number;IRI;;Time_period;Language;Genre;side;bbox;column;line;charindex;charname;transliteration
HS_1208_06;d_5_1_3_4_HS_1208_06_back.jpg;P134519;http://cdli.ucla.edu/P134519_back_char_3_4;https://heidicon.ub.uni-heidelberg.de/iiif/2/1113705:577836/558,624,115,85/full/0/default.jpg;Ur III (ca. 2100-2000 BC);Sumerian;Administrative;back;[558, 673, 624, 709];-1;3;4;AN;d
HS_1208_06;ne_2_1_2_3_HS_1208_06_back.jpg;P134519;http://cdli.ucla.edu/P134519_back_char_2_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1113705:577836/624,449,188,156/full/0/default.jpg;Ur III (ca. 2100-2000 BC);Sumerian;Administrative;back;[624, 812, 449, 605];-1;2;3;NE;ne
HS_1208_06;lugal_3_1_-1_-1_HS_1208_06_back.jpg;P134519;http://cdli.ucla.edu/P134519_back_char_-1_-1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1113705:577836/186,746,255,72/full/0/default.jpg;Ur III (ca. 2100-2000 BC);Sumerian;Administrative;back;[186, 441, 746, 818];-1;-1;-1;LUGAL;lugal
HS_870_06;lugal_4_1_1_2_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_1_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/327,3,355,106/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[327, 682, 3, 109];-1;1;2;LUGAL;lugal
HS_870_06;lugal_5_1_2_2_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_2_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/511,127,369,157/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[511, 880, 127, 284];-1;2;2;LUGAL;lugal
HS_870_06;sza3_1_1_1_3_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_1_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/771,20,151,125/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[771, 922, 20, 145];-1;1;3;SZA3_(SZAG4);sza3
HS_870_06;5(bur3@c)_1_1_2_1_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_2_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/40,148,474,119/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[40, 514, 148, 267];-1;2;1;NINNU_(5U);5(bur3@c)
HS_870_06;4(bur3@c)_1_1_6_3_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_6_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/408,873,237,208/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[408, 645, 873, 1081];-1;6;3;NIMIN_(4U);4(bur3@c)
HS_870_06;gan2_1_1_6_4_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_6_4;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/694,859,284,142/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[694, 978, 859, 1001];-1;6;4;GAN2;gan2
HS_870_06;tur_1_1_4_3_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_4_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/813,434,201,133/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[813, 1014, 434, 567];-1;4;3;TUR_(DUMU);tur
HS_870_06;amar_1_1_4_2_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_4_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/317,424,214,140/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[317, 531, 424, 564];-1;4;2;AMAR_(ZUR);amar
HS_870_06;sag_1_1_5_3_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_5_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/663,554,231,168/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[663, 894, 554, 722];-1;5;3;SAG;sag
HS_870_06;ne_3_1_5_2_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_5_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/142,572,368,137/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[142, 510, 572, 709];-1;5;2;NE;ne
HS_870_06;gan2_2_1_7_1_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_7_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/35,1103,186,120/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[35, 221, 1103, 1223];-1;7;1;GAN2;gan2
HS_870_06;dumu_2_1_8_1_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_8_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/25,1218,196,132/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[25, 221, 1218, 1350];-1;8;1;TUR_(DUMU);dumu
HS_870_06;ne_4_1_8_4_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_8_4;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/622,1228,295,145/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[622, 917, 1228, 1373];-1;8;4;NE;ne
HS_870_06;ke4_1_1_8_3_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_8_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/460,1238,178,130/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[460, 638, 1238, 1368];-1;8;3;KID_(LIL2);ke4
HS_870_06;ga_1_1_7_4_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_7_4;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/849,1070,160,155/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[849, 1009, 1070, 1225];-1;7;4;GA;ga
HS_870_06;da_1_1_3_5_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_3_5;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/729,279,247,166/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[729, 976, 279, 445];-1;3;5;DA;da
HS_870_06;dumu_3_1_1_1_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_1_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/81,12,216,163/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[81, 297, 12, 175];-1;1;1;TUR_(DUMU);dumu
HS_870_06;d_6_1_3_2_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_3_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/246,272,150,91/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[246, 396, 272, 363];-1;3;2;AN;d
HS_870_06;en_1_1_3_3_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_3_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/226,267,269,162/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[226, 495, 267, 429];-1;3;3;EN;en
HS_870_06;lil2_2_1_3_4_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_3_4;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/477,269,250,168/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[477, 727, 269, 437];-1;3;4;KID_(LIL2);lil2
HS_870_06;2(bur3@c)_1_1_3_1_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_3_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/48,307,154,132/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[48, 202, 307, 439];-1;3;1;U+U+;2(bur3@c)
HS_870_06;1(bur3@c)_2_1_5_1_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_5_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/11,621,81,80/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[11, 92, 621, 701];-1;5;1;U;1(bur3@c)
HS_870_06;1(bur3@c)_3_1_4_1_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_4_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/31,466,81,108/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[31, 112, 466, 574];-1;4;1;U;1(bur3@c)
HS_870_06;szud3_1_1_2_3_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_2_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/868,150,145,162/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[868, 1013, 150, 312];-1;2;3;SZDU_(KASZU);szud3
HS_870_06;szunigin_1_1_6_1_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_6_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/10,879,166,125/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[10, 176, 879, 1004];-1;6;1;SZU+KAR2_(GN-ten_and_SZ-ten)+;szunigin
HS_870_06;iri_1_1_8_2_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_8_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/225,1231,239,127/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[225, 464, 1231, 1358];-1;8;2;URU_(IRI);iri
HS_870_06;3(bur_u@c)_1_1_6_2_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_6_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/151,874,263,224/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[151, 414, 874, 1098];-1;6;2;three_buru;3(bur'u@c)
HS_870_06;kam_1_1_8_5_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_8_5;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/914,1227,82,142/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[914, 996, 1227, 1369];-1;8;5;?IBAD;kam
HS_870_06;al_1_1_7_2_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_7_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/212,1088,393,146/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[212, 605, 1088, 1234];-1;7;2;AL;al
HS_870_06;du11_2_1_7_3_HS_870_06_back.jpg;P020534;http://cdli.ucla.edu/P020534_back_char_7_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1126202:590610/601,1083,248,145/full/0/default.jpg;Old Akkadian (ca. 2340-2200 BC);Sumerian;Administrative;back;[601, 849, 1083, 1228];-1;7;3;KA;du11
HS_2103_06;a_2_1_1_4_HS_2103_06_back.jpg;P503176;http://cdli.ucla.edu/P503176_back_char_1_4;https://heidicon.ub.uni-heidelberg.de/iiif/2/1119386:583743/827,360,106,111/full/0/default.jpg;Early Old Babylonian (ca. 2000-1900 BC);Akkadian;Legal;back;[827, 933, 360, 471];-1;1;4;A;a
HS_2103_06;du8_1_1_1_3_HS_2103_06_back.jpg;P503176;http://cdli.ucla.edu/P503176_back_char_1_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1119386:583743/462,330,195,138/full/0/default.jpg;Early Old Babylonian (ca. 2000-1900 BC);Akkadian;Legal;back;[462, 657, 330, 468];-1;1;3;GABA;du8
HS_2103_06;apin_1_1_1_2_HS_2103_06_back.jpg;P503176;http://cdli.ucla.edu/P503176_back_char_1_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1119386:583743/235,358,230,109/full/0/default.jpg;Early Old Babylonian (ca. 2000-1900 BC);Akkadian;Legal;back;[235, 465, 358, 467];-1;1;2;APIN_(ENGAR);apin
HS_2103_06;mu_3_1_2_1_HS_2103_06_back.jpg;P503176;http://cdli.ucla.edu/P503176_back_char_2_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1119386:583743/39,474,128,112/full/0/default.jpg;Early Old Babylonian (ca. 2000-1900 BC);Akkadian;Legal;back;[39, 167, 474, 586];-1;2;1;MU;mu
